record_type,domain,graph_id,family_id,family_name,node_id,node_name,node_slug,node_implementation_state,node_directory,support_tier,maturity_state,supported_profiles,evidence_class,node_package_shape,dependency_count,declared_artifact_file_count,artifact_file_count,status_count,statuses,verification_gate_count,verification_gate_types,failure_mode_count,direct_accuracy_threshold,explanation_required,transfer_required,retention_check_days,relationship_type,dependency_id,dependency_name,dependency_slug
node,mathematics,master_knowledge_graph,N,whole_number_and_operations,N1,compose_and_decompose_small_numbers,n1-compose-and-decompose-small-numbers,implemented,n1-compose-and-decompose-small-numbers,Core release,Drafted,upstream-readiness-node-package,Synthetic,mastery-node-config,1,0,14,5,blocked|emerging|provisional|secure|unstable,4,direct_performance|meaning|transfer|retention,4,0.9,true,true,14,,,,
dependency,mathematics,master_knowledge_graph,N,whole_number_and_operations,N1,compose_and_decompose_small_numbers,n1-compose-and-decompose-small-numbers,implemented,n1-compose-and-decompose-small-numbers,Core release,Drafted,upstream-readiness-node-package,Synthetic,mastery-node-config,1,0,14,5,blocked|emerging|provisional|secure|unstable,4,direct_performance|meaning|transfer|retention,4,0.9,true,true,14,DEPENDS_ON,C3,cardinality,c3-cardinality
node,mathematics,master_knowledge_graph,N,whole_number_and_operations,N2,addition_and_subtraction_meaning,n2-addition-and-subtraction-meaning,implemented,n2-addition-and-subtraction-meaning,Core release,Drafted,upstream-readiness-node-package,Synthetic,mastery-node-config,1,0,14,5,blocked|emerging|provisional|secure|unstable,4,direct_performance|meaning|transfer|retention,4,0.9,true,true,14,,,,
dependency,mathematics,master_knowledge_graph,N,whole_number_and_operations,N2,addition_and_subtraction_meaning,n2-addition-and-subtraction-meaning,implemented,n2-addition-and-subtraction-meaning,Core release,Drafted,upstream-readiness-node-package,Synthetic,mastery-node-config,1,0,14,5,blocked|emerging|provisional|secure|unstable,4,direct_performance|meaning|transfer|retention,4,0.9,true,true,14,DEPENDS_ON,N1,compose_and_decompose_small_numbers,n1-compose-and-decompose-small-numbers
node,mathematics,master_knowledge_graph,N,whole_number_and_operations,N3,count_on_and_count_back,n3-count-on-and-count-back,implemented,n3-count-on-and-count-back,Core release,Drafted,upstream-readiness-node-package,Synthetic,mastery-node-config,1,0,14,5,blocked|emerging|provisional|secure|unstable,4,direct_performance|meaning|transfer|retention,4,0.9,true,true,14,,,,
dependency,mathematics,master_knowledge_graph,N,whole_number_and_operations,N3,count_on_and_count_back,n3-count-on-and-count-back,implemented,n3-count-on-and-count-back,Core release,Drafted,upstream-readiness-node-package,Synthetic,mastery-node-config,1,0,14,5,blocked|emerging|provisional|secure|unstable,4,direct_performance|meaning|transfer|retention,4,0.9,true,true,14,DEPENDS_ON,N2,addition_and_subtraction_meaning,n2-addition-and-subtraction-meaning
node,mathematics,master_knowledge_graph,N,whole_number_and_operations,N4,fluency_foundations,n4-fluency-foundations,implemented,n4-fluency-foundations,Core release,Drafted,upstream-readiness-node-package,Synthetic,mastery-node-config,2,0,14,5,blocked|emerging|provisional|secure|unstable,4,direct_performance|meaning|transfer|retention,4,0.92,true,true,21,,,,
dependency,mathematics,master_knowledge_graph,N,whole_number_and_operations,N4,fluency_foundations,n4-fluency-foundations,implemented,n4-fluency-foundations,Core release,Drafted,upstream-readiness-node-package,Synthetic,mastery-node-config,2,0,14,5,blocked|emerging|provisional|secure|unstable,4,direct_performance|meaning|transfer|retention,4,0.92,true,true,21,DEPENDS_ON,N2,addition_and_subtraction_meaning,n2-addition-and-subtraction-meaning
dependency,mathematics,master_knowledge_graph,N,whole_number_and_operations,N4,fluency_foundations,n4-fluency-foundations,implemented,n4-fluency-foundations,Core release,Drafted,upstream-readiness-node-package,Synthetic,mastery-node-config,2,0,14,5,blocked|emerging|provisional|secure|unstable,4,direct_performance|meaning|transfer|retention,4,0.92,true,true,21,DEPENDS_ON,N3,count_on_and_count_back,n3-count-on-and-count-back
node,mathematics,master_knowledge_graph,N,whole_number_and_operations,N5,teen_numbers_and_base_ten_composition_readiness,n5-teen-numbers-and-base-ten-composition-readiness,implemented,n5-teen-numbers-and-base-ten-composition-readiness,Core release,Drafted,upstream-readiness-node-package,Synthetic,mastery-node-config,2,0,14,5,blocked|emerging|provisional|secure|unstable,4,direct_performance|meaning|transfer|retention,4,0.9,true,true,14,,,,
dependency,mathematics,master_knowledge_graph,N,whole_number_and_operations,N5,teen_numbers_and_base_ten_composition_readiness,n5-teen-numbers-and-base-ten-composition-readiness,implemented,n5-teen-numbers-and-base-ten-composition-readiness,Core release,Drafted,upstream-readiness-node-package,Synthetic,mastery-node-config,2,0,14,5,blocked|emerging|provisional|secure|unstable,4,direct_performance|meaning|transfer|retention,4,0.9,true,true,14,DEPENDS_ON,N1,compose_and_decompose_small_numbers,n1-compose-and-decompose-small-numbers
dependency,mathematics,master_knowledge_graph,N,whole_number_and_operations,N5,teen_numbers_and_base_ten_composition_readiness,n5-teen-numbers-and-base-ten-composition-readiness,implemented,n5-teen-numbers-and-base-ten-composition-readiness,Core release,Drafted,upstream-readiness-node-package,Synthetic,mastery-node-config,2,0,14,5,blocked|emerging|provisional|secure|unstable,4,direct_performance|meaning|transfer|retention,4,0.9,true,true,14,DEPENDS_ON,C6,quantity_symbol_correspondence,c6-quantity-symbol-correspondence
node,mathematics,master_knowledge_graph,N,whole_number_and_operations,N6,early_place_value_grouping_logic,n6-early-place-value-grouping-logic,implemented,n6-early-place-value-grouping-logic,Core release,Drafted,upstream-readiness-node-package,Synthetic,mastery-node-config,1,0,14,5,blocked|emerging|provisional|secure|unstable,4,direct_performance|meaning|transfer|retention,4,0.9,true,true,21,,,,
dependency,mathematics,master_knowledge_graph,N,whole_number_and_operations,N6,early_place_value_grouping_logic,n6-early-place-value-grouping-logic,implemented,n6-early-place-value-grouping-logic,Core release,Drafted,upstream-readiness-node-package,Synthetic,mastery-node-config,1,0,14,5,blocked|emerging|provisional|secure|unstable,4,direct_performance|meaning|transfer|retention,4,0.9,true,true,21,DEPENDS_ON,N5,teen_numbers_and_base_ten_composition_readiness,n5-teen-numbers-and-base-ten-composition-readiness
node,mathematics,master_knowledge_graph,V,place_value_and_multidigit_whole_numbers,V1,two_digit_number_structure,v1-two-digit-number-structure,implemented,v1-two-digit-number-structure,Core release,Drafted,upstream-readiness-node-package,Synthetic,mastery-node-config,1,0,14,5,blocked|emerging|provisional|secure|unstable,4,direct_performance|meaning|transfer|retention,4,0.9,true,true,14,,,,
dependency,mathematics,master_knowledge_graph,V,place_value_and_multidigit_whole_numbers,V1,two_digit_number_structure,v1-two-digit-number-structure,implemented,v1-two-digit-number-structure,Core release,Drafted,upstream-readiness-node-package,Synthetic,mastery-node-config,1,0,14,5,blocked|emerging|provisional|secure|unstable,4,direct_performance|meaning|transfer|retention,4,0.9,true,true,14,DEPENDS_ON,N6,early_place_value_grouping_logic,n6-early-place-value-grouping-logic
node,mathematics,master_knowledge_graph,V,place_value_and_multidigit_whole_numbers,V2,compare_and_order_multidigit_numbers,v2-compare-and-order-multidigit-numbers,implemented,v2-compare-and-order-multidigit-numbers,Core release,Drafted,upstream-readiness-node-package,Synthetic,mastery-node-config,1,0,14,5,blocked|emerging|provisional|secure|unstable,4,direct_performance|meaning|transfer|retention,4,0.9,true,true,14,,,,
dependency,mathematics,master_knowledge_graph,V,place_value_and_multidigit_whole_numbers,V2,compare_and_order_multidigit_numbers,v2-compare-and-order-multidigit-numbers,implemented,v2-compare-and-order-multidigit-numbers,Core release,Drafted,upstream-readiness-node-package,Synthetic,mastery-node-config,1,0,14,5,blocked|emerging|provisional|secure|unstable,4,direct_performance|meaning|transfer|retention,4,0.9,true,true,14,DEPENDS_ON,V1,two_digit_number_structure,v1-two-digit-number-structure
node,mathematics,master_knowledge_graph,V,place_value_and_multidigit_whole_numbers,V3,add_subtract_within_100_strategies,v3-add-subtract-within-100-strategies,implemented,v3-add-subtract-within-100-strategies,Core release,Drafted,upstream-readiness-node-package,Synthetic,mastery-node-config,2,0,14,5,blocked|emerging|provisional|secure|unstable,4,direct_performance|meaning|transfer|retention,4,0.9,true,true,21,,,,
dependency,mathematics,master_knowledge_graph,V,place_value_and_multidigit_whole_numbers,V3,add_subtract_within_100_strategies,v3-add-subtract-within-100-strategies,implemented,v3-add-subtract-within-100-strategies,Core release,Drafted,upstream-readiness-node-package,Synthetic,mastery-node-config,2,0,14,5,blocked|emerging|provisional|secure|unstable,4,direct_performance|meaning|transfer|retention,4,0.9,true,true,21,DEPENDS_ON,V1,two_digit_number_structure,v1-two-digit-number-structure
dependency,mathematics,master_knowledge_graph,V,place_value_and_multidigit_whole_numbers,V3,add_subtract_within_100_strategies,v3-add-subtract-within-100-strategies,implemented,v3-add-subtract-within-100-strategies,Core release,Drafted,upstream-readiness-node-package,Synthetic,mastery-node-config,2,0,14,5,blocked|emerging|provisional|secure|unstable,4,direct_performance|meaning|transfer|retention,4,0.9,true,true,21,DEPENDS_ON,N4,fluency_foundations,n4-fluency-foundations
node,mathematics,master_knowledge_graph,V,place_value_and_multidigit_whole_numbers,V4,regrouping_and_base_ten_equivalence,v4-regrouping-and-base-ten-equivalence,implemented,v4-regrouping-and-base-ten-equivalence,Core release,Drafted,upstream-readiness-node-package,Synthetic,mastery-node-config,2,0,14,5,blocked|emerging|provisional|secure|unstable,4,direct_performance|meaning|transfer|retention,4,0.9,true,true,21,,,,
dependency,mathematics,master_knowledge_graph,V,place_value_and_multidigit_whole_numbers,V4,regrouping_and_base_ten_equivalence,v4-regrouping-and-base-ten-equivalence,implemented,v4-regrouping-and-base-ten-equivalence,Core release,Drafted,upstream-readiness-node-package,Synthetic,mastery-node-config,2,0,14,5,blocked|emerging|provisional|secure|unstable,4,direct_performance|meaning|transfer|retention,4,0.9,true,true,21,DEPENDS_ON,V1,two_digit_number_structure,v1-two-digit-number-structure
dependency,mathematics,master_knowledge_graph,V,place_value_and_multidigit_whole_numbers,V4,regrouping_and_base_ten_equivalence,v4-regrouping-and-base-ten-equivalence,implemented,v4-regrouping-and-base-ten-equivalence,Core release,Drafted,upstream-readiness-node-package,Synthetic,mastery-node-config,2,0,14,5,blocked|emerging|provisional|secure|unstable,4,direct_performance|meaning|transfer|retention,4,0.9,true,true,21,DEPENDS_ON,V3,add_subtract_within_100_strategies,v3-add-subtract-within-100-strategies
node,mathematics,master_knowledge_graph,V,place_value_and_multidigit_whole_numbers,V5,add_subtract_within_1000,v5-add-subtract-within-1000,implemented,v5-add-subtract-within-1000,Core release,Drafted,upstream-readiness-node-package,Synthetic,mastery-node-config,1,0,14,5,blocked|emerging|provisional|secure|unstable,4,direct_performance|meaning|transfer|retention,4,0.9,true,true,21,,,,
dependency,mathematics,master_knowledge_graph,V,place_value_and_multidigit_whole_numbers,V5,add_subtract_within_1000,v5-add-subtract-within-1000,implemented,v5-add-subtract-within-1000,Core release,Drafted,upstream-readiness-node-package,Synthetic,mastery-node-config,1,0,14,5,blocked|emerging|provisional|secure|unstable,4,direct_performance|meaning|transfer|retention,4,0.9,true,true,21,DEPENDS_ON,V4,regrouping_and_base_ten_equivalence,v4-regrouping-and-base-ten-equivalence
node,mathematics,master_knowledge_graph,X,decimals_and_fraction_decimal_connections,X1,tenths_as_decimal_units,x1-tenths-as-decimal-units,implemented,x1-tenths-as-decimal-units,Core release,Drafted,upstream-readiness-node-package,Synthetic,mastery-node-config,2,0,14,5,blocked|emerging|provisional|secure|unstable,4,direct_performance|meaning|transfer|retention,4,0.9,true,true,14,,,,
dependency,mathematics,master_knowledge_graph,X,decimals_and_fraction_decimal_connections,X1,tenths_as_decimal_units,x1-tenths-as-decimal-units,implemented,x1-tenths-as-decimal-units,Core release,Drafted,upstream-readiness-node-package,Synthetic,mastery-node-config,2,0,14,5,blocked|emerging|provisional|secure|unstable,4,direct_performance|meaning|transfer|retention,4,0.9,true,true,14,DEPENDS_ON,V1,two_digit_number_structure,v1-two-digit-number-structure
dependency,mathematics,master_knowledge_graph,X,decimals_and_fraction_decimal_connections,X1,tenths_as_decimal_units,x1-tenths-as-decimal-units,implemented,x1-tenths-as-decimal-units,Core release,Drafted,upstream-readiness-node-package,Synthetic,mastery-node-config,2,0,14,5,blocked|emerging|provisional|secure|unstable,4,direct_performance|meaning|transfer|retention,4,0.9,true,true,14,DEPENDS_ON,F1,fraction_structure,f1-fraction-structure
node,mathematics,master_knowledge_graph,X,decimals_and_fraction_decimal_connections,X2,decimal_place_value_structure,x2-decimal-place-value-structure,implemented,x2-decimal-place-value-structure,Core release,Drafted,upstream-readiness-node-package,Synthetic,mastery-node-config,2,0,14,5,blocked|emerging|provisional|secure|unstable,4,direct_performance|meaning|transfer|retention,4,0.9,true,true,14,,,,
dependency,mathematics,master_knowledge_graph,X,decimals_and_fraction_decimal_connections,X2,decimal_place_value_structure,x2-decimal-place-value-structure,implemented,x2-decimal-place-value-structure,Core release,Drafted,upstream-readiness-node-package,Synthetic,mastery-node-config,2,0,14,5,blocked|emerging|provisional|secure|unstable,4,direct_performance|meaning|transfer|retention,4,0.9,true,true,14,DEPENDS_ON,X1,tenths_as_decimal_units,x1-tenths-as-decimal-units
dependency,mathematics,master_knowledge_graph,X,decimals_and_fraction_decimal_connections,X2,decimal_place_value_structure,x2-decimal-place-value-structure,implemented,x2-decimal-place-value-structure,Core release,Drafted,upstream-readiness-node-package,Synthetic,mastery-node-config,2,0,14,5,blocked|emerging|provisional|secure|unstable,4,direct_performance|meaning|transfer|retention,4,0.9,true,true,14,DEPENDS_ON,V2,compare_and_order_multidigit_numbers,v2-compare-and-order-multidigit-numbers
node,mathematics,master_knowledge_graph,X,decimals_and_fraction_decimal_connections,X3,compare_and_order_decimals,x3-compare-and-order-decimals,implemented,x3-compare-and-order-decimals,Core release,Drafted,upstream-readiness-node-package,Synthetic,mastery-node-config,2,0,14,5,blocked|emerging|provisional|secure|unstable,4,direct_performance|meaning|transfer|retention,4,0.9,true,true,14,,,,
dependency,mathematics,master_knowledge_graph,X,decimals_and_fraction_decimal_connections,X3,compare_and_order_decimals,x3-compare-and-order-decimals,implemented,x3-compare-and-order-decimals,Core release,Drafted,upstream-readiness-node-package,Synthetic,mastery-node-config,2,0,14,5,blocked|emerging|provisional|secure|unstable,4,direct_performance|meaning|transfer|retention,4,0.9,true,true,14,DEPENDS_ON,X2,decimal_place_value_structure,x2-decimal-place-value-structure
dependency,mathematics,master_knowledge_graph,X,decimals_and_fraction_decimal_connections,X3,compare_and_order_decimals,x3-compare-and-order-decimals,implemented,x3-compare-and-order-decimals,Core release,Drafted,upstream-readiness-node-package,Synthetic,mastery-node-config,2,0,14,5,blocked|emerging|provisional|secure|unstable,4,direct_performance|meaning|transfer|retention,4,0.9,true,true,14,DEPENDS_ON,L3,multidigit_magnitude_on_number_line,l3-multidigit-magnitude-on-number-line
node,mathematics,master_knowledge_graph,X,decimals_and_fraction_decimal_connections,X4,fraction_decimal_benchmark_connections,x4-fraction-decimal-benchmark-connections,implemented,x4-fraction-decimal-benchmark-connections,Core release,Drafted,upstream-readiness-node-package,Synthetic,mastery-node-config,2,0,14,5,blocked|emerging|provisional|secure|unstable,4,direct_performance|meaning|transfer|retention,4,0.88,true,true,21,,,,
dependency,mathematics,master_knowledge_graph,X,decimals_and_fraction_decimal_connections,X4,fraction_decimal_benchmark_connections,x4-fraction-decimal-benchmark-connections,implemented,x4-fraction-decimal-benchmark-connections,Core release,Drafted,upstream-readiness-node-package,Synthetic,mastery-node-config,2,0,14,5,blocked|emerging|provisional|secure|unstable,4,direct_performance|meaning|transfer|retention,4,0.88,true,true,21,DEPENDS_ON,F3,compare_fractions,f3-compare-fractions
dependency,mathematics,master_knowledge_graph,X,decimals_and_fraction_decimal_connections,X4,fraction_decimal_benchmark_connections,x4-fraction-decimal-benchmark-connections,implemented,x4-fraction-decimal-benchmark-connections,Core release,Drafted,upstream-readiness-node-package,Synthetic,mastery-node-config,2,0,14,5,blocked|emerging|provisional|secure|unstable,4,direct_performance|meaning|transfer|retention,4,0.88,true,true,21,DEPENDS_ON,X3,compare_and_order_decimals,x3-compare-and-order-decimals
node,mathematics,master_knowledge_graph,X,decimals_and_fraction_decimal_connections,X5,decimal_locations_on_number_line,x5-decimal-locations-on-number-line,implemented,x5-decimal-locations-on-number-line,Core release,Drafted,upstream-readiness-node-package,Synthetic,mastery-node-config,2,0,14,5,blocked|emerging|provisional|secure|unstable,4,direct_performance|meaning|transfer|retention,4,0.88,true,true,21,,,,
dependency,mathematics,master_knowledge_graph,X,decimals_and_fraction_decimal_connections,X5,decimal_locations_on_number_line,x5-decimal-locations-on-number-line,implemented,x5-decimal-locations-on-number-line,Core release,Drafted,upstream-readiness-node-package,Synthetic,mastery-node-config,2,0,14,5,blocked|emerging|provisional|secure|unstable,4,direct_performance|meaning|transfer|retention,4,0.88,true,true,21,DEPENDS_ON,X3,compare_and_order_decimals,x3-compare-and-order-decimals
dependency,mathematics,master_knowledge_graph,X,decimals_and_fraction_decimal_connections,X5,decimal_locations_on_number_line,x5-decimal-locations-on-number-line,implemented,x5-decimal-locations-on-number-line,Core release,Drafted,upstream-readiness-node-package,Synthetic,mastery-node-config,2,0,14,5,blocked|emerging|provisional|secure|unstable,4,direct_performance|meaning|transfer|retention,4,0.88,true,true,21,DEPENDS_ON,L4,fraction_locations_on_number_line,l4-fraction-locations-on-number-line
node,mathematics,master_knowledge_graph,U,unitizing_and_sharing,U1,equal_groups,u1-equal-groups,implemented,u1-equal-groups,Core release,Drafted,upstream-readiness-node-package,Synthetic,mastery-node-config,1,0,14,5,blocked|emerging|provisional|secure|unstable,4,direct_performance|meaning|transfer|retention,4,0.9,true,true,14,,,,
dependency,mathematics,master_knowledge_graph,U,unitizing_and_sharing,U1,equal_groups,u1-equal-groups,implemented,u1-equal-groups,Core release,Drafted,upstream-readiness-node-package,Synthetic,mastery-node-config,1,0,14,5,blocked|emerging|provisional|secure|unstable,4,direct_performance|meaning|transfer|retention,4,0.9,true,true,14,DEPENDS_ON,C3,cardinality,c3-cardinality
node,mathematics,master_knowledge_graph,U,unitizing_and_sharing,U2,repeated_unit_reasoning,u2-repeated-unit-reasoning,implemented,u2-repeated-unit-reasoning,Core release,Drafted,upstream-readiness-node-package,Synthetic,mastery-node-config,1,0,14,5,blocked|emerging|provisional|secure|unstable,4,direct_performance|meaning|transfer|retention,4,0.9,true,true,14,,,,
dependency,mathematics,master_knowledge_graph,U,unitizing_and_sharing,U2,repeated_unit_reasoning,u2-repeated-unit-reasoning,implemented,u2-repeated-unit-reasoning,Core release,Drafted,upstream-readiness-node-package,Synthetic,mastery-node-config,1,0,14,5,blocked|emerging|provisional|secure|unstable,4,direct_performance|meaning|transfer|retention,4,0.9,true,true,14,DEPENDS_ON,U1,equal_groups,u1-equal-groups
node,mathematics,master_knowledge_graph,U,unitizing_and_sharing,U3,sharing_and_fair_partitioning,u3-sharing-and-fair-partitioning,implemented,u3-sharing-and-fair-partitioning,Core release,Drafted,upstream-readiness-node-package,Synthetic,mastery-node-config,1,0,14,5,blocked|emerging|provisional|secure|unstable,4,direct_performance|meaning|transfer|retention,4,0.9,true,true,14,,,,
dependency,mathematics,master_knowledge_graph,U,unitizing_and_sharing,U3,sharing_and_fair_partitioning,u3-sharing-and-fair-partitioning,implemented,u3-sharing-and-fair-partitioning,Core release,Drafted,upstream-readiness-node-package,Synthetic,mastery-node-config,1,0,14,5,blocked|emerging|provisional|secure|unstable,4,direct_performance|meaning|transfer|retention,4,0.9,true,true,14,DEPENDS_ON,U2,repeated_unit_reasoning,u2-repeated-unit-reasoning
node,mathematics,master_knowledge_graph,U,unitizing_and_sharing,U4,equal_partitioning_of_a_whole,u4-equal-partitioning-of-a-whole,implemented,u4-equal-partitioning-of-a-whole,Core release,Drafted,upstream-readiness-node-package,Synthetic,mastery-node-config,1,0,14,5,blocked|emerging|provisional|secure|unstable,4,direct_performance|meaning|transfer|retention,4,0.9,true,true,14,,,,
dependency,mathematics,master_knowledge_graph,U,unitizing_and_sharing,U4,equal_partitioning_of_a_whole,u4-equal-partitioning-of-a-whole,implemented,u4-equal-partitioning-of-a-whole,Core release,Drafted,upstream-readiness-node-package,Synthetic,mastery-node-config,1,0,14,5,blocked|emerging|provisional|secure|unstable,4,direct_performance|meaning|transfer|retention,4,0.9,true,true,14,DEPENDS_ON,U3,sharing_and_fair_partitioning,u3-sharing-and-fair-partitioning
node,mathematics,master_knowledge_graph,U,unitizing_and_sharing,U5,equal_group_multiplication_readiness,u5-equal-group-multiplication-readiness,implemented,u5-equal-group-multiplication-readiness,Core release,Drafted,upstream-readiness-node-package,Synthetic,mastery-node-config,1,0,14,5,blocked|emerging|provisional|secure|unstable,4,direct_performance|meaning|transfer|retention,4,0.9,true,true,14,,,,
